p,a00,a01,a02,a03,a10,a11,a12,a13,a20,a21,a22,a23,a30,a31,a32,a33,CM,q
281,1/2,1/66,0,158/33,0,1/33,0,316/33,0,0,1/2,11/2,0,0,0,11,CM,3
281,1/2,1/66,61/22,5/6,0,1/33,1/22,1/6,0,0,11/2,1/2,0,0,0,1,CM,3
281,1/2,1/66,7/22,169/66,0,1/33,3/22,305/66,0,0,1/2,1/2,0,0,0,11,CM,3
281,1/2,0,1/4,13/4,0,1/12,3/8,65/24,0,0,1/2,5/2,0,0,0,4,CM,3
281,1/2,0,1/4,21/4,0,1/18,1/4,41/36,0,0,1/2,9/2,0,0,0,6,CM,3
281,1/2,0,1/4,13/4,0,1/18,1/12,83/36,0,0,1/2,1/2,0,0,0,6,CM,3
281,1/2,0,1/4,21/4,0,1/30,7/20,413/60,0,0,1/2,1/2,0,0,0,10,CM,3
281,1/2,0,1/4,5/4,0,1/30,1/4,71/60,0,0,1/2,5/2,0,0,0,10,CM,3
281,1/2,0,1/4,37/4,0,1/42,11/28,1097/84,0,0,1/2,9/2,0,0,0,14,CM,3
281,1/2,0,1/4,37/4,0,1/66,5/44,1943/132,0,0,1/2,37/2,0,0,0,22,CM,3
281,1/2,0,1/4,77/4,0,1/66,1/4,2393/132,0,0,1/2,33/2,0,0,0,22,CM,3
283,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
283,1/2,0,1/2,1,0,1/4,1/2,5/4,0,0,1,0,0,0,0,2,CM,
283,1/2,0,1/2,2,0,1/6,1/3,13/6,0,0,1,1,0,0,0,3,CM,
283,1/2,0,1/2,3,0,1/10,4/5,17/10,0,0,1,1,0,0,0,5,CM,
283,1/2,0,7/2,0,0,1/14,23/7,1/2,0,0,7,0,0,0,0,1,CM,
283,1/2,0,1/2,0,0,1/14,0,95/14,0,0,1,0,0,0,0,7,CM,
283,1/2,0,1/2,4,0,1/14,4/7,27/14,0,0,1,1,0,0,0,7,CM,
283,1/2,0,1/2,10,0,1/22,6/11,127/22,0,0,1,9,0,0,0,11,CM,
283,1/2,0,11/2,0,0,1/22,98/11,1/2,0,0,11,0,0,0,0,1,CM,
283,1/2,0,1/2,1,0,1/8,3/4,29/8,0,0,1,2,0,0,0,4,CM,
283,1/2,0,1/2,5,0,1/12,1/6,13/12,0,0,1,4,0,0,0,6,CM,
283,1/2,0,1/2,5,0,1/12,5/6,53/12,0,0,1,4,0,0,0,6,CM,
283,1/2,0,1/2,3,0,1/20,1/10,93/20,0,0,1,6,0,0,0,10,CM,
283,1/2,0,1/2,7,0,1/28,1/2,101/28,0,0,1,0,0,0,0,14,CM,
283,1/2,0,1/2,21,0,1/44,17/22,325/44,0,0,1,20,0,0,0,22,CM,
293,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
293,1/2,0,1/2,1/2,0,1/8,3/4,1/8,0,0,1,1,0,0,0,2,CM,
293,1/2,0,1/2,3/2,0,1/12,1/2,5/12,0,0,1,0,0,0,0,3,CM,
293,1/2,0,1/2,3/2,0,1/12,1/2,13/12,0,0,1,0,0,0,0,3,CM,
293,1/2,0,5/2,1/2,0,1/20,3/10,1/4,0,0,5,0,0,0,0,1,CM,
293,1/2,0,1/2,1/2,0,1/20,9/10,41/20,0,0,1,1,0,0,0,5,CM,
293,1/2,0,1/2,9/2,0,1/20,9/10,9/20,0,0,1,4,0,0,0,5,CM,
293,1/2,0,1/2,7/2,0,1/28,1/2,97/28,0,0,1,0,0,0,0,7,CM,
293,1/2,0,7/2,1/2,0,1/28,5/14,3/4,0,0,7,0,0,0,0,1,CM,
293,1/2,0,1/2,9/2,0,1/28,3/14,9/28,0,0,1,2,0,0,0,7,CM,
293,1/2,0,1/2,9/2,0,1/28,11/14,145/28,0,0,1,2,0,0,0,7,CM,
293,1/2,0,1/2,7/2,0,1/28,1/2,1/28,0,0,1,0,0,0,0,7,CM,
293,1/2,0,1/2,11/2,0,1/44,1/2,49/44,0,0,1,0,0,0,0,11,CM,
293,1/2,0,1/2,9/2,0,1/44,7/22,361/44,0,0,1,9,0,0,0,11,CM,
293,1/2,0,1/2,49/2,0,1/140,7/10,3429/140,0,0,1,14,0,0,0,35,CM,
293,1/2,0,1/2,9/2,0,1/24,1/4,113/24,0,0,1,3,0,0,0,6,CM,
293,1/2,0,7/2,3/2,0,1/56,191/28,15/8,0,0,7,1,0,0,0,2,CM,
307,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
307,1/2,0,1/2,1,0,1/4,1/2,1/4,0,0,1,0,0,0,0,2,CM,
307,1/2,0,1/2,2,0,1/6,2/3,17/6,0,0,1,1,0,0,0,3,CM,
307,1/2,0,1/2,2,0,1/10,2/5,29/10,0,0,1,4,0,0,0,5,CM,
307,1/2,0,1/2,3,0,1/14,6/7,19/14,0,0,1,6,0,0,0,7,CM,
307,1/2,0,7/2,0,0,1/14,4/7,1/2,0,0,7,0,0,0,0,1,CM,
307,1/2,0,1/2,0,0,1/14,0,57/14,0,0,1,0,0,0,0,7,CM,
307,1/2,0,1/2,10,0,1/22,8/11,151/22,0,0,1,9,0,0,0,11,CM,
307,1/2,0,1/2,8,0,1/22,4/11,27/22,0,0,1,5,0,0,0,11,CM,
307,1/2,0,11/2,0,0,1/22,17/11,1/2,0,0,11,0,0,0,0,1,CM,
307,1/2,0,1/2,3,0,1/8,1/4,1/8,0,0,1,2,0,0,0,4,CM,
307,1/2,0,1/2,1,0,1/12,5/6,49/12,0,0,1,2,0,0,0,6,CM,
307,1/2,0,1/2,5,0,1/12,5/6,41/12,0,0,1,4,0,0,0,6,CM,
307,1/2,0,1/2,7,0,1/20,3/10,161/20,0,0,1,4,0,0,0,10,CM,
307,1/2,0,1/2,7,0,1/20,7/10,169/20,0,0,1,4,0,0,0,10,CM,
307,1/2,0,1/2,7,0,1/28,1/2,57/28,0,0,1,0,0,0,0,14,CM,
311,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
311,1/2,0,1/2,0,0,1/4,0,3/4,0,0,1,0,0,0,0,2,CM,
311,1/2,0,1/2,0,0,1/6,0,5/6,0,0,1,0,0,0,0,3,CM,
311,1/2,0,3/2,0,0,1/6,7/3,1/2,0,0,3,0,0,0,0,1,CM,
311,1/2,0,1/2,0,0,1/10,0,3/10,0,0,1,0,0,0,0,5,CM,
311,1/2,0,5/2,0,0,1/10,14/5,1/2,0,0,5,0,0,0,0,1,CM,
311,1/2,0,7/2,0,0,1/14,19/7,1/2,0,0,7,0,0,0,0,1,CM,
311,1/2,0,1/2,3,0,1/14,4/7,29/14,0,0,1,6,0,0,0,7,CM,
311,1/2,0,1/2,0,0,1/14,0,87/14,0,0,1,0,0,0,0,7,CM,
311,1/2,0,1/2,9,0,1/22,1/11,215/22,0,0,1,7,0,0,0,11,CM,
311,1/2,0,1/2,4,0,1/22,8/11,31/22,0,0,1,8,0,0,0,11,CM,
311,1/2,0,1/2,5,0,1/22,4/11,129/22,0,0,1,10,0,0,0,11,CM,
311,1/2,0,1/2,0,0,1/8,0,11/8,0,0,1,0,0,0,0,4,CM,
311,1/2,0,1/2,2,0,1/8,1/2,19/8,0,0,1,0,0,0,0,4,CM,
311,1/2,0,3/2,0,0,1/12,8/3,1/4,0,0,3,0,0,0,0,2,CM,
311,1/2,0,1/2,0,0,1/12,0,59/12,0,0,1,0,0,0,0,6,CM,
311,1/2,0,1/2,0,0,1/12,0,67/12,0,0,1,0,0,0,0,6,CM,
311,1/2,0,5/2,0,0,1/20,7/5,7/4,0,0,5,0,0,0,0,2,CM,
311,1/2,0,1/2,0,0,1/20,0,147/20,0,0,1,0,0,0,0,10,CM,
311,1/2,0,1/2,0,0,1/20,0,3/20,0,0,1,0,0,0,0,10,CM,
311,1/2,0,1/2,20,0,1/44,6/11,611/44,0,0,1,18,0,0,0,22,CM,
311,1/2,0,1/2,27,0,1/66,5/11,833/66,0,0,1,21,0,0,0,33,CM,
311,1/2,0,35/2,0,0,1/70,264/35,1/2,0,0,35,0,0,0,0,1,CM,
313,1,0,0,0,1/2,1/2,0,0,-1/2,-1/14,0,1/7,-1/2,-3/14,1/2,-1/14,CM,7
313,1/2,0,0,1/2,0,1/14,1/2,6/7,0,0,1,0,0,0,0,1,CM,7
313,1/2,1/42,1/6,5/42,0,1/21,1/3,5/21,0,0,1/2,1/2,0,0,0,3,CM,7
313,1/2,1/42,1/6,103/42,0,1/21,1/3,40/21,0,0,1/2,5/2,0,0,0,3,CM,7
313,1/2,1/70,1/10,229/70,0,1/35,1/5,54/35,0,0,1/2,1/2,0,0,0,5,CM,7
313,1/2,1/70,1/10,271/70,0,1/35,1/5,96/35,0,0,1/2,9/2,0,0,0,5,CM,7
313,1/2,1/70,4/5,4/7,0,1/35,8/5,1/7,0,0,5/2,1/2,0,0,0,1,CM,7
313,1/2,1/98,1/7,111/49,0,1/49,2/7,222/49,0,0,1/2,1/2,0,0,0,7,CM,7
313,1/2,1/98,3/7,237/49,0,1/49,5/14,115/98,0,0,1/2,3/2,0,0,0,7,CM,7
313,1/2,1/98,3/14,635/98,0,1/49,3/7,292/49,0,0,1/2,5/2,0,0,0,7,CM,7
313,1/2,1/98,0,279/49,0,1/49,0,215/49,0,0,1/2,7/2,0,0,0,7,CM,7
313,1/2,1/154,31/11,5/7,0,1/77,3/22,13/14,0,0,11/2,1/2,0,0,0,1,CM,7
313,1/2,0,0,1/2,0,1/28,7/4,3/7,0,0,2,0,0,0,0,1,CM,7
313,1/2,0,0,3/2,0,1/42,1/6,20/21,0,0,1,2,0,0,0,3,CM,7
313,1/2,0,0,5/2,0,1/70,1/10,48/35,0,0,1,4,0,0,0,5,CM,7
317,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
317,1/2,0,1/2,1/2,0,1/8,3/4,5/8,0,0,1,1,0,0,0,2,CM,
317,1/2,0,1/2,3/2,0,1/12,1/2,29/12,0,0,1,0,0,0,0,3,CM,
317,1/2,0,1/2,3/2,0,1/12,1/2,25/12,0,0,1,0,0,0,0,3,CM,
317,1/2,0,1/2,1/2,0,1/20,7/10,93/20,0,0,1,1,0,0,0,5,CM,
317,1/2,0,5/2,1/2,0,1/20,19/10,1/4,0,0,5,0,0,0,0,1,CM,
317,1/2,0,1/2,9/2,0,1/20,7/10,57/20,0,0,1,4,0,0,0,5,CM,
317,1/2,0,1/2,13/2,0,1/28,1/14,57/28,0,0,1,6,0,0,0,7,CM,
317,1/2,0,1/2,11/2,0,1/28,9/14,157/28,0,0,1,4,0,0,0,7,CM,
317,1/2,0,1/2,1/2,0,1/28,1/14,41/28,0,0,1,1,0,0,0,7,CM,
317,1/2,0,1/2,3/2,0,1/28,9/14,137/28,0,0,1,3,0,0,0,7,CM,
317,1/2,0,1/2,5/2,0,1/44,1/22,13/44,0,0,1,5,0,0,0,11,CM,
317,1/2,0,1/2,17/2,0,1/44,1/22,229/44,0,0,1,6,0,0,0,11,CM,
317,1/2,0,1/2,1/2,0,1/16,3/8,37/16,0,0,1,1,0,0,0,4,CM,
317,1/2,0,1/2,5/2,0,1/16,7/8,61/16,0,0,1,1,0,0,0,4,CM,
317,1/2,0,1/2,13/2,0,1/56,27/28,181/56,0,0,1,13,0,0,0,14,CM,
331,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
331,1/2,0,1/2,1,0,1/4,1/2,3/4,0,0,1,0,0,0,0,2,CM,
331,1/2,0,1/2,1,0,1/6,2/3,13/6,0,0,1,2,0,0,0,3,CM,
331,1/2,0,5/2,0,0,1/10,24/5,1/2,0,0,5,0,0,0,0,1,CM,
331,1/2,0,1/2,0,0,1/10,0,27/10,0,0,1,0,0,0,0,5,CM,
331,1/2,0,1/2,6,0,1/14,4/7,67/14,0,0,1,5,0,0,0,7,CM,
331,1/2,0,1/2,5,0,1/14,2/7,15/14,0,0,1,3,0,0,0,7,CM,
331,1/2,0,1/2,2,0,1/22,5/11,201/22,0,0,1,4,0,0,0,11,CM,
331,1/2,0,1/2,4,0,1/22,4/11,109/22,0,0,1,8,0,0,0,11,CM,
331,1/2,0,1/2,5,0,1/22,2/11,147/22,0,0,1,10,0,0,0,11,CM,
331,1/2,0,1/2,1,0,1/8,1/4,27/8,0,0,1,2,0,0,0,4,CM,
331,1/2,0,1/2,5,0,1/12,5/6,11/12,0,0,1,4,0,0,0,6,CM,
331,1/2,0,1/2,1,0,1/12,5/,43/12,0,0,1,2,0,0,0,6,CM,
331,1/2,0,5/2,1,0,1/20,1/10,7/4,0,0,5,0,0,0,0,2,CM,
331,1/2,0,1/2,5,0,1/20,1/2,123/20,0,0,1,0,0,0,0,10,CM,
331,1/2,0,1/2,9,0,1/28,5/14,267/28,0,0,1,4,0,0,0,14,CM,
331,1/2,0,1/2,5,0,1/44,13/22,851/44,0,0,1,10,0,0,0,22,CM,
337,1,0,0,0,1/2,1/2,0,0,0,2/11,0,1/11,0,-1/11,1/2,-1/22,CM,11
337,1/2,0,0,1/2,0,1/22,1/2,3/11,0,0,1,0,0,0,0,1,CM,11
337,1/2,0,1/4,7/4,0,1/22,1/4,1/44,0,0,1/2,3/2,0,0,0,2,CM,11
337,1/2,1/66,1/6,13/22,0,1/33,1/3,2/11,0,0,3/2,1/2,0,0,0,1,CM,11
337,1/2,1/110,2/5,113/55,0,1/55,3/10,397/110,0,0,1/2,1/2,0,0,0,5,CM,11
337,1/2,1/110,2/5,212/55,0,1/55,3/10,353/110,0,0,1/2,9/2,0,0,0,5,CM,11
337,1/2,1/154,1/14,655/154,0,1/77,1/7,116/77,0,0,1/2,5/2,0,0,0,7,CM,11
337,1/2,1/154,3/7,355/77,0,1/77,5/14,1035/154,0,0,1/2,5/2,0,0,0,7,CM,11
337,1/2,1/154,5/14,457/154,0,1/77,3/14,837/154,0,0,1/2,1/2,0,0,0,7,CM,11
337,1/2,1/242,2/11,1114/121,0,1/121,4/11,897/121,0,0,1/2,3/2,0,0,0,11,CM,11
337,1/2,1/242,0,960/121,0,1/121,0,589/121,0,0,1/2,11/2,0,0,0,11,CM,11
337,1/2,1/242,5/22,2129/242,0,1/121,5/11,798/121,0,0,1/2,1/2,0,0,0,11,CM,11
337,1/2,1/242,1/22,1425/242,0,1/121,1/11,94/121,0,0,1/2,9/2,0,0,0,11,CM,11
337,1/2,0,1,1/2,0,1/44,7/4,3/22,0,0,2,0,0,0,0,1,CM,11
337,1/2,0,0,11/2,0,1/242,1/2,960/121,0,0,1,0,0,0,0,11,CM,11
337,1/2,0,1/4,7/4,0,1/44,1/8,89/88,0,0,1/2,7/2,0,0,0,4,CM,11
347,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
347,1/2,0,1/2,1,0,1/4,1/2,3/4,0,0,1,0,0,0,0,2,CM,
347,1/2,0,1/2,0,0,1/6,0,5/6,0,0,1,0,0,0,0,3,CM,
347,1/2,0,3/2,0,0,1/6,7/3,1/2,0,0,3,0,0,0,0,1,CM,
347,1/2,0,1/2,3,0,1/10,2/5,1/10,0,0,1,1,0,0,0,5,CM,
347,1/2,0,1/2,1,0,1/14,6/7,57/14,0,0,1,2,0,0,0,7,CM,
347,1/2,0,1/2,2,0,1/14,4/7,61/14,0,0,1,4,0,0,0,7,CM,
347,1/2,0,1/2,1,0,1/22,2/11,141/22,0,0,1,2,0,0,0,11,CM,
347,1/2,0,11/2,0,0,1/22,106/11,1/2,0,0,11,0,0,0,0,1,CM,
347,1/2,0,1/2,3,0,1/22,10/11,125/22,0,0,1,6,0,0,0,11,CM,
347,1/2,0,1/2,0,0,1/22,0,91/22,0,0,1,0,0,0,0,11,CM,
347,1/2,0,33/2,0,0,1/66,106/33,1/2,0,0,33,0,0,0,0,1,CM,
347,1/2,0,11/2,6,0,1/154,711/77,95/14,0,0,11,5,0,0,0,7,CM,
347,1/2,0,1/2,3,0,1/8,3/4,3/8,0,0,1,2,0,0,0,4,CM,
347,1/2,0,3/2,1,0,1/12,7/6,1/4,0,0,3,0,0,0,0,2,CM,
347,1/2,0,1/2,3,0,1/12,1/2,67/12,0,0,1,0,0,0,0,6,CM,
347,1/2,0,1/2,7,0,1/20,3/10,91/20,0,0,1,4,0,0,0,10,CM,
347,1/2,0,1/2,3,0,1/20,3/10,59/20,0,0,1,6,0,0,0,10,CM,
347,1/2,0,1/2,9,0,1/28,3/14,387/28,0,0,1,4,0,0,0,14,CM,
347,1/2,0,1/2,11,0,1/44,1/2,91/44,0,0,1,0,0,0,0,22,CM,
349,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
349,1/2,0,1/2,3/2,0,1/8,1/4,13/8,0,0,1,1,0,0,0,2,CM,
349,1/2,0,3/2,1/2,0,1/12,13/6,3/4,0,0,3,0,0,0,0,1,CM,
349,1/2,0,1/2,5/2,0,1/20,1/2,49/20,0,0,1,0,0,0,0,5,CM,
349,1/2,0,1/2,3/2,0,1/20,9/10,17/20,0,0,1,3,0,0,0,5,CM,
349,1/2,0,1/2,3/2,0,1/20,1/10,93/20,0,0,1,3,0,0,0,5,CM,
349,1/2,0,1/2,5/2,0,1/20,1/2,1/20,0,0,1,0,0,0,0,5,CM,
349,1/2,0,1/2,9/2,0,1/28,3/14,121/28,0,0,1,2,0,0,0,7,CM,
349,1/2,0,1/2,5/2,0,1/28,3/14,173/28,0,0,1,5,0,0,0,7,CM,
349,1/2,0,1/2,7/2,0,1/28,1/2,69/28,0,0,1,0,0,0,0,7,CM,
349,1/2,0,7/2,1/2,0,1/28,47/14,3/4,0,0,7,0,0,0,0,1,CM,
349,1/2,0,1/2,7/2,0,1/28,1/2,29/28,0,0,1,0,0,0,0,7,CM,
349,1/2,0,1/2,13/2,0,1/44,17/22,393/44,0,0,1,2,0,0,0,11,CM,
349,1/2,0,1/2,1/2,0,1/44,7/22,477/44,0,0,1,1,0,0,0,11,CM,
349,1/2,0,1/2,1/2,0,1/44,15/22,293/44,0,0,1,1,0,0,0,11,CM,
349,1/2,0,1/2,11/2,0,1/44,1/2,53/44,0,0,1,0,0,0,0,11,CM,
349,1/2,0,1/2,3/2,0,1/16,1/8,61/16,0,0,1,3,0,0,0,4,CM,
349,1/2,0,3/2,1/2,0,1/24,13/12,7/8,0,0,3,1,0,0,0,2,CM,
353,1,0,0,0,1/2,1/2,0,0,1/2,1/6,1/2,1/6,-1/2,1/6,0,-1/3,CM,3
353,1/2,0,1/4,5/4,0,1/6,1/4,11/12,0,0,1/2,1/2,0,0,0,2,CM,3
353,1/2,1/18,0,8/9,0,1/9,0,16/9,0,0,1/2,3/2,0,0,0,3,CM,3
353,1/2,1/30,3/10,109/30,0,1/15,1/10,23/30,0,0,1/2,3/2,0,0,0,5,CM,3
353,1/2,1/42,1/7,29/21,0,1/21,2/7,58/21,0,0,1/2,13/2,0,0,0,7,CM,3
353,1/2,1/42,5/14,19/42,0,1/21,3/14,59/42,0,0,1/2,13/2,0,0,0,7,CM,3
353,1/2,1/66,1/11,92/33,0,1/33,2/11,184/33,0,0,1/2,19/2,0,0,0,11,CM,3
353,1/2,1/66,3/11,182/33,0,1/33,1/22,563/66,0,0,1/2,5/2,0,0,0,11,CM,3
353,1/2,0,1/4,13/4,0,1/12,1/8,11/24,0,0,1/2,5/2,0,0,0,4,CM,3
353,1/2,0,1/4,21/4,0,1/18,1/4,113/36,0,0,1/2,9/2,0,0,0,6,CM,3
353,1/2,0,1/4,13/4,0,1/18,1/12,155/36,0,0,1/2,1/2,0,0,0,6,CM,3
353,1/2,0,5/4,1/4,0,1/30,37/20,19/12,0,0,5/2,1/2,0,0,0,2,CM,3
353,1/2,0,1/4,37/4,0,1/30,9/20,83/60,0,0,1/2,17/2,0,0,0,10,CM,3
353,1/2,0,1/4,13/4,0,1/30,9/20,467/60,0,0,1/2,13/2,0,0,0,10,CM,3
353,1/2,0,1/4,29/4,0,1/42,11/28,689/84,0,0,1/2,1/2,0,0,0,14,CM,3
353,1/2,0,1/4,29/4,0,1/42,3/28,137/84,0,0,1/2,1/2,0,0,0,14,CM,3
353,1/2,0,1/4,61/4,0,1/66,1/44,2099/132,0,0,1/2,17/2,0,0,0,22,CM,3
353,1/2,0,1/4,53/4,0,1/66,17/44,2027/132,0,0,1/2,9/2,0,0,0,22,CM,3
353,1/2,1/198,4/11,3032/99,0,1/99,5/22,5297/198,0,0,1/2,3/2,0,0,0,33,CM,3
359,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
359,1/2,0,1/2,0,0,1/4,0,3/4,0,0,1,0,0,0,0,2,CM,
359,1/2,0,1/2,0,0,1/6,0,17/6,0,0,1,0,0,0,0,3,CM,
359,1/2,0,3/2,0,0,1/6,5/3,1/2,0,0,3,0,0,0,0,1,CM,
359,1/2,0,5/2,0,0,1/10,3/5,1/2,0,0,5,0,0,0,0,1,CM,
359,1/2,0,1/2,0,0,1/10,0,31/10,0,0,1,0,0,0,0,5,CM,
359,1/2,0,1/2,2,0,1/14,2/7,55/14,0,0,1,4,0,0,0,7,CM,
359,1/2,0,1/2,6,0,1/14,4/7,25/14,0,0,1,5,0,0,0,7,CM,
359,1/2,0,1/2,10,0,1/22,4/11,81/22,0,0,1,9,0,0,0,11,CM,
359,1/2,0,11/2,0,0,1/22,30/11,1/2,0,0,11,0,0,0,0,1,CM,
359,1/2,0,1/2,3,0,1/22,2/11,135/22,0,0,1,6,0,0,0,11,CM,
359,1/2,0,1/2,0,0,1/22,0,61/22,0,0,1,0,0,0,0,11,CM,
359,1/2,0,33/2,0,0,1/66,877/33,1/2,0,0,33,0,0,0,0,1,CM,
359,1/2,0,55/2,0,0,1/110,272/55,1/2,0,0,55,0,0,0,0,1,CM,
359,1/2,0,11/2,6,0,1/154,30/77,37/14,0,0,11,5,0,0,0,7,CM,
359,1/2,0,1/2,0,0,1/8,0,19/8,0,0,1,0,0,0,0,4,CM,
359,1/2,0,1/2,0,0,1/12,0,19/12,0,0,1,0,0,0,0,6,CM,
359,1/2,0,1/2,0,0,1/12,0,35/12,0,0,1,0,0,0,0,6,CM,
359,1/2,0,5/2,0,0,1/20,11/5,7/4,0,0,5,0,0,0,0,2,CM,
359,1/2,0,1/2,0,0,1/20,0,19/20,0,0,1,0,0,0,0,10,CM,
359,1/2,0,1/2,8,0,1/28,2/7,171/28,0,0,1,2,0,0,0,14,CM,
359,1/2,0,1/2,12,0,1/28,1/7,43/28,0,0,1,10,0,0,0,14,CM,
359,1/2,0,1/2,8,0,1/44,10/11,355/44,0,0,1,16,0,0,0,22,CM,
359,1/2,0,1/2,0,0,1/30,0,431/30,0,0,1,0,0,0,0,15,CM,
359,1/2,0,1/2,15,0,1/42,6/7,521/42,0,0,1,9,0,0,0,21,CM,
367,1,0,0,0,0,1,0,0,0,1/2,0,1/2,1/2,0,1/2,0,CM,
367,1/2,0,1/2,0,0,1/4,0,7/4,0,0,1,0,0,0,0,2,CM,
367,1/2,0,1/2,1,0,1/6,2/3,13/6,0,0,1,2,0,0,0,3,CM,
367,1/2,0,1/2,3,0,1/10,2/5,41/10,0,0,1,1,0,0,0,5,CM,
367,1/2,0,7/2,0,0,1/14,5/7,1/2,0,0,7,0,0,0,0,1,CM,
367,1/2,0,1/2,4,0,1/14,4/7,55/14,0,0,1,1,0,0,0,7,CM,
367,1/2,0,1/2,0,0,1/14,0,39/14,0,0,1,0,0,0,0,7,CM,
367,1/2,0,1/2,6,0,1/22,1/11,53/22,0,0,1,1,0,0,0,11,CM,
367,1/2,0,1/2,4,0,1/22,2/11,137/22,0,0,1,8,0,0,0,11,CM,
367,1/2,0,1/2,2,0,1/22,3/11,213/22,0,0,1,4,0,0,0,11,CM,
367,1/2,0,1/2,0,0,1/8,0,7/8,0,0,1,0,0,0,0,4,CM,
367,1/2,0,1/2,2,0,1/8,1/2,15/8,0,0,1,0,0,0,0,4,CM,
367,1/2,0,1/2,2,0,1/12,1/3,23/12,0,0,1,4,0,0,0,6,CM,
367,1/2,0,1/2,2,0,1/12,2/3,7/12,0,0,1,4,0,0,0,6,CM,
367,1/2,0,1/2,2,0,1/20,1/5,159/20,0,0,1,4,0,0,0,10,CM,
367,1/2,0,1/2,10,0,1/28,2/7,239/28,0,0,1,6,0,0,0,14,CM,
367,1/2,0,1/2,0,0,1/28,0,255/28,0,0,1,0,0,0,0,14,CM,
367,1/2,0,1/2,6,0,1/44,6/11,559/44,0,0,1,12,0,0,0,22,CM,
367,1/2,0,1/2,7,0,1/30,8/15,271/30,0,0,1,14,0,0,0,15,CM,
367,1/2,0,1/2,10,0,1/42,17/21,307/42,0,0,1,20,0,0,0,21,CM,
373,1,0,0,0,0,1,0,0,1/2,-1/4,0,1/4,-1/2,1/2,-1/2,0,CM,
373,1/2,0,1/2,1/2,0,1/8,3/4,9/8,0,0,1,1,0,0,0,2,CM,
373,1/2,0,3/2,1/2,0,1/12,17/6,3/4,0,0,3,0,0,0,0,1,CM,
373,1/2,0,1/2,9/2,0,1/20,9/10,49/20,0,0,1,4,0,0,0,5,CM,
373,1/2,0,5/2,1/2,0,1/20,13/10,1/4,0,0,5,0,0,0,0,1,CM,
373,1/2,0,1/2,1/2,0,1/20,9/10,1/20,0,0,1,1,0,0,0,5,CM,
373,1/2,0,1/2,3/2,0,1/28,5/14,129/28,0,0,1,3,0,0,0,7,CM,
373,1/2,0,1/2,3/2,0,1/28,9/14,53/28,0,0,1,3,0,0,0,7,CM,
373,1/2,0,1/2,13/2,0,1/28,1/14,113/28,0,0,1,6,0,0,0,7,CM,
